chembl_id,smiles,mw,hbd,hba,logp,rotb,ar
CHEMBL21582,CN(C/C=C/c1ccccc1)CC1=CCCc2ccccc21,289.42199999999997,0,1,4.661400000000004,5,2
CHEMBL282594,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(N)cc1,335.83500000000004,1,4,3.225100000000001,7,2
CHEMBL320187,CC1(C)Oc2ccncc2[C@@H](n2ccccc2=O)[C@@H]1O,272.30400000000003,1,4,1.3645999999999998,1,2
CHEMBL102885,C/N=C(\S)n1nc(-c2ccc(C)cc2)nc1N,247.32700000000003,2,4,1.5994199999999998,1,2
CHEMBL94290,c1ccc(CN2CCC(CCNc3ccc(-c4cccnc4)nn3)CC2)cc1,373.50400000000013,1,5,4.252800000000002,7,3
CHEMBL65021,COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(c1ccccc1)O2,381.4530000000001,1,4,4.215500000000003,4,3
CHEMBL34243,CCC(=O)C1C(c2ccc3cc(CC)ccc3c2)CC2CCC1N2C,335.49100000000004,0,2,4.947600000000005,4,2
CHEMBL81232,O=C(O)CNC(=O)/C(=C\c1ccccc1)CS,251.307,3,3,1.2005999999999994,5,1
CHEMBL61469,O=C(O)CC(NC(=O)c1ccc(/C=C/C(=O)NC2=NCCCN2)s1)c1ccc2c(c1)OCO2,470.5070000000003,4,8,1.9013,7,2
CHEMBL329979,COc1cccc2c1cc(CCNC(C)=O)n2-c1ccccc1,308.381,1,2,3.317700000000001,5,3
CHEMBL330484,C#CCN(Cc1ccc2c(c1)C(=O)N[C@H](C)N2)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,478.5050000000003,5,6,1.8754999999999995,10,2
CHEMBL76349,Nc1nc(O)c2c(n1)CCc1c-2ccc2ccccc12,263.3,2,4,2.683200000000001,0,3
CHEMBL303038,O=C1NC(=S)S/C1=C\c1ccccc1[N+](=O)[O-],266.30300000000005,1,5,2.0835999999999997,2,1
CHEMBL292607,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1,359.3970000000001,0,3,4.405720000000004,3,3
CHEMBL300493,CC(C)(N)C(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N1CCC2(CCc3ccccc32)CC1,469.6290000000004,2,3,4.111000000000003,5,3
CHEMBL283581,CCC(C)(C)/N=c1\c(O)c(O)\c1=N/Cc1c(C)cc(C)cc1C,314.42900000000003,2,4,3.088860000000002,4,2
